CHAVE,situacao_plano_trabalho,classificacao_orcamentaria_pt,nome_executor,objeto_executor,data
80224-41274-44150,Enviado para Análise,02.03.01.10.301.010.1.0137.4.4.90.52,MUNICIPIO DE BRAS PIRES,"AQUISIÇÃO DE 4 VEICULOS DE PASSEIO CAPACIDADE MINIMA DE 5 LUGARES CADA, OS VEICULOS SERÃO UTILIZADOS PARA BUSCAR PACIENTES PARA FAZER CONSULTAS LEVAR TODA EQUIPE DA ESTRATEGIA DA SAUDE DA FAMILIA PARA FAZER VISITAS, VACINAÇÃO, MEDICAÇÃO E CONSULTAS MEDICAS, DEVIDO A ISSO É NECESSARIO DOIS VEICULOS EM CADA UBS. OS VEICULO SERÃO UTILIZADOS EM ATENDIMENTOS NA AREA URBANA E NA AREA RURAL DO MUNICIPIO.  SERÃO PARA USO NAS DUAS UBS DO MUNICIPIO SENDO DOIS EM CADA UMA,  SÃO ELAS: 2149281 - UBS Ribeirão E 6724213 - UBS Brás Pires.

","""1"": AQUISIÇÃO DE 1 VEICULO DE PASSEIO CAPACIDADE MINIMA DE 5 LUGARES CADA, PARA TRANSPORTE DE SERVIDORES E PACIENTES, VISANDO APOIAR AS ATIVIDADES DA ATENÇÃO BASICA NA AREA DA SAUDE DO MUNICIPIO DE BRAS PIRES. UBS  2149281 - UBS Ribeirão - (1 UN); ""4"": AQUISIÇÃO DE 1 VEICULO DE PASSEIO CAPACIDADE MINIMA DE 5 LUGARES CADA, PARA TRANSPORTE DE SERVIDORES E PACIENTES, VISANDO APOIAR AS ATIVIDADES DA ATENÇÃO BASICA NA AREA DA SAUDE DO MUNICIPIO DE BRAS PIRES. UBS  6724213 - UBS BRÁS PIRES. - (1 UN); ""3"": AQUISIÇÃO DE 1 VEICULO DE PASSEIO CAPACIDADE MINIMA DE 5 LUGARES CADA, PARA TRANSPORTE DE SERVIDORES E PACIENTES, VISANDO APOIAR AS ATIVIDADES DA ATENÇÃO BASICA NA AREA DA SAUDE DO MUNICIPIO DE BRAS PIRES. UBS  6724213 - UBS BRÁS PIRES. - (1 UN); ""2"": AQUISIÇÃO DE 1 VEICULO DE PASSEIO CAPACIDADE MINIMA DE 5 LUGARES CADA, PARA TRANSPORTE DE SERVIDORES E PACIENTES, VISANDO APOIAR AS ATIVIDADES DA ATENÇÃO BASICA NA AREA DA SAUDE DO MUNICIPIO DE BRAS PIRES. UBS  2149281 - UBS Ribeirão - (1 UN)"
77638-42766-45815,Em Complementação,NA,MUNICIPIO DE SAO JOAO DA BOA VISTA,"O presente projeto foi elaborado para aquisição de 02 (dois) veículos automotores tipo minivan, 0
(zero) quilômetro, com capacidade para 7 (sete) ocupantes, motorização flex, câmbio manual e 01
(um) veículo automotor hach compacto 0 km motorização 1.0, bicombustível (flex), com câmbio
manual, destinado ao transporte institucional para as ações e serviços da Atenção Primária à Saúde.
O Departamento Municipal de Saúde, possui uma frota de veículos para transporte de passageiros
usuários do Sistema Único de Saúde - SUS para tratamento dentro e fora do território, são veículos de diferentes modelos e capacidade, para atender as mais diversas necessidades da população, com o
intuito de melhorar e otimizar o transporte de pacientes e as equipes de saúde a aquisição desses
veículos são de grande importância para ao atendimento aos usuários de forma humanizada e segura,
assegurando o deslocamento da equipe multiprofissional com autonomia e agilidade.","""1"": AQUISIÇÃO DE VEÍCULO AUTOMOTOR TIPO MINIVAN - (2 UN)"
83493-NA-NA,NA,NA,NA,NA,"""NA"": NA - (NA NA)"
77716-43281-46257,Enviado para Análise,"0006 - SECRETARIA MUNICIPAL DE OBRAS, TRÂNSITO E URBANISMO.
26.782.5110.1012.0000 - AMPLIAÇÃO DO PROGRAMA DE PAVIMENTAÇÃO EM LOCALIDADES DO INTERIOR DO MUNICÍPIO.
4.4.90.51.00 - OBRAS E INTALAÇÕES.",MUNICIPIO DE ARATIBA,"Pavimentação Asfáltica na  Comunidade Aratiba Linha Três Barra e Linha Volta Fechada, Município de Aratiba/RS.","""1"": Pavimentação em Comunidade Rurais de Aratiba/RS. - (578584 M2)"
75467-38012-40759,Em Complementação,"PODER: 01
ÓRGÃO: 11
UNIDADE: 11.01
PROJETO / ATIVIDADE: 10.301.0005.1041
FONTE DE RECURSO: 600
",MUNICIPIO DE ARRAIAL,Aquisição Ambulância,"""1"": Aquisição Ambulância - (1 UN)"
77813-41364-44239,Enviado para Análise,0824430004013,MUNICIPIO DE PALMAS,"Aquisição de MATERIAL DE CONSUMO (cestas básicas) para atender familias em situação de vulnerabilidade social distribuidos diretamente por meio dos 7 EQUIPAMENTOS PÚBLICOS de responsabilidade da Secretaira Municipal de Ação Social  - os CRAS - Centro de Referencia de Assistencia Social, para os beneficiários cadastrados no CADUNICO- na rede SOCIOASSISTENCIAL SUAS. que será EXECUTADA DIRETAMENTE  pela Pasta.","""1"": Distribuir 1.100 (mil e cem) cestas básicas executada de forma direta pela Pasta, a famílias em situação de vulnerabilidade social, cadastrada no Cadunico e serviço socioassistenciais SUAS, garantindo a entrega conforme critérios da Secretaria Executora - (1100 UN)"
77882-39955-42741,Enviado para Análise,Aquisição de Equipamentos e Material Permanente 4.4.90.52.00.00.00.0,MUNICIPIO DE BREJETUBA,"Aquisição de 01 (um) caminhão frigorífico 3/4, zero quilômetro, com carroçaria rígida do tipo baú isotérmico misto, com sistema de refrigeração e congelamento, destinado ao transporte de gêneros alimentícios perecíveis, em especial os utilizados na merenda escolar. O veículo será utilizado pela Secretaria Municipal de Educação de Brejetuba/ES para atender às 14 unidades escolares da rede municipal, garantindo a conservação, qualidade e segurança sanitária dos alimentos transportados no âmbito do Programa Nacional de Alimentação Escolar – PNAE.","""1"": Aquisição de 01 caminhão frigorífico 3/4 para transporte da merenda escolar. - (1 UN)"
77002-38059-40810,APROVADO,"Orgao  : 03 SEC.M.D. AGROPECUÁRIO/MEIO AMBIENTE
Unidade Orçamentária : 01 SEC.M.D. AGROPECUÁRIO/MEIO AMBIENTE
SubUnidade Orçamentária .: 02 SERV. PROMOÇÃO A AGROPECUÁRIA
Função: 20 AGRICULTURA 
Subfunção: 605 ABASTECIMENTO
Programa: 26 DESENVOLVIMENTO RURAL
Projeto/Atividade: 2015 Manutenção Atividades do Mercado e Feiras Livres
Natureza:  33903900 Outros Serv. Terc. - P. Jurídica
",MUNICIPIO DE SANTO ANTONIO DO RETIRO,"REALIZAÇÃO DE 04  FESTAS DE FEIRA DA AGRICULTURA FAMILIAR NO MUNICÍPIO  DE SANTO ANTÔNIO DO RETIRO-MG, POR MEIO DE CONTRATAÇÃO SERVIÇOS ENTRE OUTRAS DESPESAS CORRELATAS À INFRAESTRUTURA PARA REALIZAÇÃO DOS EVENTOS","""13"": LOCAÇÃO DE  04 CAMARINS MEDINDO 5 X 5 PARA 04 FESTAS DA AGRICULTURA FAMILIAR - (4 UN); ""2"": LOCAÇÃO DE  PALCO PROFISSIONAL  MEDINDO 12X10, 12 METROS DE FRENTE, 10 METROS DE FUNDO PARA 04  FESTAS DAS FEIRAS DA AGRICULTURA FAMILIAR NO MUNICÍPIO - (4 UN); ""12"": LOCAÇÃO DE 04 PORTAIS DE ENTRADA PARA 04 FESTAS DA FEIRA DA AGRICULTURA FAMILIAR - (4 UN); ""4"": LOCAÇÃO DE SONORIZAÇÃO PROFISSIONAL DE GRANDE PORTE PARA 04 FESTAS DA FEIRA DA AGRICULTURA FAMILIAR - (4 UN); ""5"": LOCAÇÃO DE ILUMINAÇÃO GRANDE PORTE PARA 04 FESTAS DA FEIRA DA AGRICULTURA FAMILIAR - (4 UN); ""6"": LOCAÇÃO DE 20  TENDAS NAS DIMENSOES DE 6 X 6 PARA 04 FESTAS DA AGRICULTURA FAMILIAR - (20 UN); ""7"": LOCAÇÃO DE 20 BARRACAS MODELO OCTANORM TAMANHO MINIMO DE 3X3 - (20 UN); ""8"": LOCAÇÃO DE 04 GRID  TAMANHO 10X10 PARA 04 FESTAS DA AGRICULTURA FAMILIAR - (4 UN); ""9"": LOCAÇÃO DE 04 GERADORE DE ENERGIA PARA 4 FESTAS DA FEIRA DA AGRICULTURA FAMILIAR - (4 UN); ""10"": LOCAÇÃO DE 160 GRADES DE CONTENÇÃO  PARA EVENTO MEDIDAS DE 1,20 X 2,00 MTS, PARA 04 FESTAS DA FEIRA DA AGRICULTURA FAMILIAR - (160 UN); ""11"": LOCAÇÃO DE 04 PAINEL DE LED PARA 04 FESTAS DA FEIRA DA AGRICULTURA FAMILIAR - (4 UN); ""1"": PAGAMENTO DE CACHÊS A  06 (BANDAS/ARTISTAS) CONTRATADOS  PARA APRESENTAÇÕES DE 04 FEIRAS DA AGRICULTURA FAMILIAR NO MUNICÍPIO. - (6 UN); ""3"": LOCAÇÃO DE 24 BANHEIROS QUIMICOS   PARA 04 FESTAS DA FEIRA DA AGRICULTURA FAMILIAR NO MUNICÍPIO - (24 UN)"
83496-NA-NA,NA,NA,NA,NA,"""NA"": NA - (NA NA)"
82108-NA-NA,NA,NA,NA,NA,"""NA"": NA - (NA NA)"
76781-38040-40786,Enviado para Análise,"PODER: 01 Poder Executivo
ÓRGÃO: 09 Secretaria de Assistência Social e Cidadania 
UNIDADE: 09.02 Fundo Municipal de Assistência Social - FMAS
PROJETO / ATIVIDADE: 08.245.0009.2034 Bloco da Proteção Social Básica (CRAS)

",MUNICIPIO DE ARRAIAL,"Aquisição de materiais de consumo - Combustível, Peças Automotivas, material de expediente e limpeza, para o Centro de Referência de Assistência Social - CRAS de Arraial, na zona urbana.","""1"": Aquisição de materiais de consumo - Combustível - (1 UN); ""2"": Aquisição de materiais de consumo - Peças Automotivas, - (1 UN); ""4"": Aquisição de materiais de consumo - material de limpeza - (1 UN); ""3"": Aquisição de materiais de consumo - material de expediente - (1 UN)"
83497-41306-44178,Enviado para Análise,"20.500 • SECRETARIA DE AGRICULTURA
20 605 1000 1027 CONST.REF E AMPLIACAO DE MERCADO PUBLICO",MUNICIPIO DE FAGUNDES,Reforma e ampliação do Mercado Publico,"""1"": Reforma e ampliação do Mercado Publico - (850 M2)"
76488-NA-NA,NA,NA,NA,NA,"""NA"": NA - (NA NA)"
76499-NA-NA,NA,NA,NA,NA,"""NA"": NA - (NA NA)"
76292-42258-45164,Em Complementação,"Programa 0005 – SECRETARIA DE INFRAESTRUTURA
Ação 1017 – PAVIMENTAÇÃO, RECUPERAÇÃO E CALÇAMENTO DE VIAS PÚBLICAS
Natureza da Despesa 44905100 – OBRAS E INSTALÇÕES
",MUNICIPIO DE JAGUAQUARA,"Pavimentação em Paralelepípedo, com fornecimento de materiais em diversas ruas do município de Jaguaquara-BA.","""1"": Execução de pavimento em paralelepípedo, rejuntamento com argamassa traço 1:3 (cimento e areia) AF_05/2020 Assentamento de guia (meio fio) em trecho reto, confeccionada em concreto pré-fabricado - (400 UN)"
76295-41147-44111,Enviado para Análise,"AÇÃO     1065 CONSTRUÇÃO E AMPLIAÇÃO DE UNIDADE BÁSICA DE SAÚDE 
ELEMENTO DE DESPESA    4.490.51.00 OBRAS E INSTALAÇÕES
FONTE DE RECURSO    1.500.1002 RECURSO NÃO VINCULADO DE IMPOSTO

",FUNDO MUNICIPAL DE SAUDE DE CONCEICAO DO JACUIPE,REFORMA DE UNIDADE BÁSICA DE SAÚDE DE CONCEIÇÃO DO JACUÍPE,"""1"": REFORMA DE UNIDADE BÁSICA DE SAÚDE - (1 UN)"
81094-NA-NA,NA,NA,NA,NA,"""NA"": NA - (NA NA)"
79254-41375-44250,Enviado para Análise,"Poder: 2 - Poder Executivo
Dotação: 15.451.1502.1025 - CONSTRUÇÃO E RESTRUTURAÇÃO DE CALÇAMENTO E MEIO-FIO E/OU REVITALIZAÇÃO ASFÁLTICO
40000000 DESPESAS DE CAPITAL
44000000 INVESTIMENTOS
44900000 - APLICAÇÕES DIRETAS",MUNICIPIO DE CORTES,"O objeto do presente convênio consiste na execução de obras de revitalização urbana, com foco na construção e adequação de calçadas e passeios públicos, visando a melhoria das condições de mobilidade e acessibilidade nas áreas urbanas. As ações previstas incluem a implantação de calçadas acessíveis, com adequações conforme as normas técnicas vigentes, promovendo o uso seguro e inclusivo dos espaços públicos por pedestres, pessoas com deficiência, mobilidade reduzida e demais usuários. As intervenções poderão abranger ainda a requalificação de pavimentos existentes, instalação de elementos de sinalização e melhorias no ambiente urbano. O objetivo é contribuir para a valorização do espaço público, promover a inclusão social e garantir o direito de ir e vir com segurança, conforto e dignidade para toda a população.","""1"": Revitalização, construção de calçadas e passeios públicos: Acessibilidade de calçadas e passeios públicos. - (1 UN)"
84590-NA-NA,NA,NA,NA,NA,"""NA"": NA - (NA NA)"
76299-39685-42490,Em Complementação,"UNIDADE ORÇAMENTÁRIA: 020401 - SECRETARIA DE INFRAESTRUTURA

ATIVIDADE/PROJETO: 1.002 - PAVIMENTAÇÃO E DRENAGEM DE PRAÇAS E RUAS

ELEMENTO DE DESPESA: 
* 3.3.90.30.00 - Material de Consumo
* 3.3.90.39.00 - Outros Serviços de Terceiros - Pessoa Jurídica
* 4.4.90.51.00 - Obras e Instalações

FONTE DE RECURSO: 
* 15000000 - Recursos Ordinários
* 17040000 - Royalties/Fundo Especial do Petróleo/Compensação Financeira Exploração de Recursos Minerais
* 17500000 - Contribuição de Intervenção do Domínio Econômico - CIDE",MUNICIPIO DE BUERAREMA,Pavimentação de Ruas do Bairro km 02,"""1"": Pavimentação de Ruas do Bairro km 02 - (1 UN)"
78662-NA-NA,NA,NA,NA,NA,"""NA"": NA - (NA NA)"
84650-43501-46502,Enviado para Análise,"Órgão: 2000 - PREFEITURA MUNICIPAL DE CORTÊS
UO: 2005 - SECRETARIA DA CIDADE, INFRAESTRUTURA E OBRAS
Poder: 2 - Poder Executivo
Dotação: 15.122.1501.1020 - CONSTRUÇÃO, REQUALIFICAÇÃO, REFORMA E/OU AMPLIAÇÃO DE MUROS, RAMPAS, ESCADARIAS, PONTES,
ACESSOS, PASSAGENS MOLHADAS E OUTROS
40000000 DESPESAS DE CAPITAL
44000000 INVESTIMENTOS
44900000 - APLICAÇÕES DIRETAS",MUNICIPIO DE CORTES,"Manutenção e complementação de obras de contenção de encosta em áreas urbanas do município de Cortês/PE. Executar ações de manutenção, reforço e complementação das obras de contenção de encostas situadas em áreas urbanas do município de Cortês, com o objetivo de prevenir deslizamentos, proteger residências e infraestruturas públicas, e garantir a segurança da população, especialmente no período chuvoso, quando o risco geológico é elevado. O município de Cortês, localizado na Zona da Mata Sul de Pernambuco, enfrenta recorrentes problemas geotécnicos durante o período de chuvas intensas, que resultam em escorregamentos de massa, erosões e instabilidade em diversas encostas urbanas. Essas situações colocam em risco a vida de moradores, causam prejuízos ao patrimônio público e privado e afetam a mobilidade urbana. As áreas identificadas como prioritárias apresentam contenções antigas, degradadas ou inexistentes, necessitando intervenções emergenciais e estruturais para garantir a estabilidade dos terrenos e prevenir novos desastres. Local de Execução: Encostas localizadas em áreas urbanas do município de Cortês/PE, previamente mapeadas pela Defesa Civil Municipal e pela Secretaria de Infraestrutura, com prioridade para regiões classificadas como de alto risco geológico.","""1"": Realizar serviços de manutenção e complementação de obras de contenção de encostas em áreas urbanas do município de Cortês, com o objetivo de prevenir deslizamentos e proteger a população durante o período de chuvas. - (1 OUTRAS)"
85293-NA-NA,NA,NA,NA,NA,"""NA"": NA - (NA NA)"
80837-NA-NA,NA,NA,NA,NA,"""NA"": NA - (NA NA)"
76487-39719-42501,Enviado para Análise,"12.361.1880.2221 – Manutenção da Educação Básica
4.4.90.52 – Equipamentos e Material Permanente
",MUNICIPIO DE SAO VICENTE FERRER,Adquirir Mobiliário De Sala De Aula,"""1"": CONJUNTO ESCOLAR PARA ADULTO - CADEIRA ESCOLAR ADULTO, COR AZUL. PINTURA ELETROSTÁTICA PO, FERRAGEM 1,50mm. - (50 UN); ""2"": CONJUNTO ESCOLAR FNDE ENSINO FUNDAMENTAL TAMANHO 06, COR AZUL. (COTA PRINCIPAL – AMPLA PARTICIPAÇÃO) - (360 UN); ""3"": CONJUNTO DE MESA OITAVADA COM 8 CADEIRAS UMBRIDGE COLORIDO, EDUCAÇÃO CRECHE. - (5 UN); ""4"": CONJUNTO DE MESA SEXTAVADA (6 CADEIRAS) COM TAMPO EM FORMICA NA COR AZUL. MEDINDO 1,60cm x 0,74cm. - (3 UN); ""5"": BIRÔ REFORÇADO COM 02 GAVETAS COM 0,80M X 2M EM MDF COM PÉS REFOÇARDOS EM TUBO DUPLO DE FERRO. CONFIGURAÇÃO MINIMA E COM NO MINIMO 01 ANO DE GARANTIA. - (12 UN); ""6"": CONJUNTO ESCOLAR FNDE ENSINO INFANTIL TAMANHO 03, COR AZUL. (COTA PRINCIPAL – AMPLA PARTICIPAÇÃO) - (147 UN); ""7"": CONJUNTO ESCOLAR FNDE ENSINO INFANTIL TAMANHO 03, COR AZUL. (COTA RESERVADA A ME/EPP) - (48 UN)"
76860-NA-NA,NA,NA,NA,NA,"""NA"": NA - (NA NA)"
76119-43746-46787,Em Complementação,"02 Poder Executivo 
08 Fundo Municipal de Saúde
10 302 0023 Qualidade na atenção básica 
3.3.90.30 Material de Consumo
3.3.90.39 Outros Serviços de terceiros - Pessoa Jurídica",MUNICIPIO DE CEDRAL,Incremento do Piso da Atenção Básica Primária à Saúde - PAP no município de Cedral/MA,"""1"": Aquisição de materiais de consumo: como medicamentos, materiais de higiene, equipamentos de proteção individual (EPIs), etc. - (1 UN); ""2"": Contratação de serviços: incluindo serviços de manutenção, limpeza, segurança, e outros serviços terceirizados necessários. - (1 UN); ""3"": Pagamento de pessoal : incluindo salários, encargos sociais e benefícios de funcionários e colaboradores. - (1 UN); ""3"": Manutenção de equipamentos: como reparos, calibração e atualização de equipamentos médicos. - (1 UN); ""4"": Despesas com viagens e diárias: para deslocamento de equipes e participação em eventos e capacitações. - (1 UN); ""5"": Aquisição de materiais de expediente: Incluindo itens necessários para o funcionamento administrativo da UBS - (1 UN); ""6"": Pagamentos de serviços básicos: Contas de água.  Luz, Internet das unidades. - (1 UN); ""7"": Aquisição de combustível para veículos: Abastecimento de veículos utilizados nas atividades da Atenção Primária. - (1 UN); ""8"": Aquisição de fardamentos - Compra de uniformes para os trabalhadores da Atenção Primária. - (1 UN)"
